Feature
1,ENSG00000255833
2,ENSG00000109436
3,ENSG00000197872
4,ENSG00000175489
5,ENSG00000127507
6,ENSG00000111110
7,ENSG00000166825
8,ENSG00000148655
9,ENSG00000100979
10,ENSG00000116990
11,ENSG00000287080
12,ENSG00000135363
13,ENSG00000171365
14,ENSG00000111321
15,ENSG00000170891
16,ENSG00000024422
17,ENSG00000225792
18,ENSG00000133246
19,ENSG00000185499
20,ENSG00000184060
21,ENSG00000082196
22,ENSG00000259952
23,ENSG00000196576
24,ENSG00000255652
25,ENSG00000273674
26,ENSG00000277496
27,ENSG00000204758
28,ENSG00000232063
29,ENSG00000198483
30,ENSG00000101336
31,ENSG00000188906
32,ENSG00000120708
33,ENSG00000233730
34,ENSG00000232628
35,ENSG00000104043
36,ENSG00000133069
37,ENSG00000235724
38,ENSG00000119535
39,ENSG00000158488
40,ENSG00000255031
41,ENSG00000115594
42,ENSG00000107551
43,ENSG00000114948
44,ENSG00000244607
45,ENSG00000004838
46,ENSG00000146670
47,ENSG00000119782
48,ENSG00000111424
49,ENSG00000102755
50,ENSG00000196730
51,ENSG00000272844
52,ENSG00000183773
53,ENSG00000258768
54,ENSG00000287643
55,ENSG00000158301
56,ENSG00000250722
57,ENSG00000286527
58,ENSG00000150782
59,ENSG00000269570
60,ENSG00000005249
61,ENSG00000115129
62,ENSG00000196562
63,ENSG00000274847
64,ENSG00000274341
65,ENSG00000174123
66,ENSG00000187164
67,ENSG00000177469
68,ENSG00000272211
69,ENSG00000241666
70,ENSG00000203760
71,ENSG00000248538
72,ENSG00000287126
73,ENSG00000161955
74,ENSG00000141574
75,ENSG00000134369
76,ENSG00000287055
77,ENSG00000164904
78,ENSG00000188693
79,ENSG00000248874
80,ENSG00000228863
81,ENSG00000225489
82,ENSG00000204498
83,ENSG00000267042
84,ENSG00000183527
85,ENSG00000272008
86,ENSG00000198715
87,ENSG00000235007
88,ENSG00000279168
89,ENSG00000258731
90,ENSG00000164949
91,ENSG00000162961
92,ENSG00000024862
93,ENSG00000100628
94,ENSG00000228393
95,ENSG00000063245
96,ENSG00000006625
97,ENSG00000169884
98,ENSG00000174744
99,ENSG00000276148
100,ENSG00000134287
101,ENSG00000278175
102,ENSG00000104969
103,ENSG00000008311
104,ENSG00000224051
105,ENSG00000183978
106,ENSG00000280594
107,ENSG00000243279
108,ENSG00000137547
109,ENSG00000013583
110,ENSG00000179913
111,ENSG00000172336
112,ENSG00000179761
113,ENSG00000106367
114,ENSG00000173418
115,ENSG00000168283
116,ENSG00000137942
117,ENSG00000250685
118,ENSG00000176022
119,ENSG00000169019
120,ENSG00000101197
121,ENSG00000262814
122,ENSG00000141580
123,ENSG00000034152
124,ENSG00000273142
125,ENSG00000162517
126,ENSG00000139574
127,ENSG00000204644
128,ENSG00000213920
129,ENSG00000174456
130,ENSG00000117118
131,ENSG00000228192
132,ENSG00000168569
133,ENSG00000113621
134,ENSG00000254999
135,ENSG00000174080
136,ENSG00000157306
137,ENSG00000088833
138,ENSG00000263990
139,ENSG00000041988
140,ENSG00000184602
141,ENSG00000149483
142,ENSG00000158156
143,ENSG00000133597
144,ENSG00000073711
145,ENSG00000154518
146,ENSG00000185614
147,ENSG00000131686
148,ENSG00000270062
149,ENSG00000178226
150,ENSG00000144524
151,ENSG00000100744
152,ENSG00000224358
153,ENSG00000141873
154,ENSG00000037241
155,ENSG00000126453
156,ENSG00000126461
157,ENSG00000168275
158,ENSG00000198917
159,ENSG00000237489
160,ENSG00000140854
161,ENSG00000136146
162,ENSG00000140905
163,ENSG00000100575
164,ENSG00000168040
165,ENSG00000162076
166,ENSG00000106615
167,ENSG00000125968
168,ENSG00000177370
169,ENSG00000109270
170,ENSG00000116809
171,ENSG00000101843
172,ENSG00000165475
173,ENSG00000231767
174,ENSG00000182307
175,ENSG00000137106
176,ENSG00000133935
177,ENSG00000278970
178,ENSG00000086065
179,ENSG00000103507
180,ENSG00000258484
181,ENSG00000171792
182,ENSG00000100243
183,ENSG00000284194
184,ENSG00000177981
185,ENSG00000126945
186,ENSG00000177556
187,ENSG00000158716
188,ENSG00000072506
189,ENSG00000151779
190,ENSG00000254319
191,ENSG00000000419
192,ENSG00000187049
193,ENSG00000269696
194,ENSG00000068438
195,ENSG00000175221
196,ENSG00000167112
197,ENSG00000250012
198,ENSG00000144580
199,ENSG00000101310
200,ENSG00000015475
201,ENSG00000140379
202,ENSG00000131931
203,ENSG00000283103
204,ENSG00000179041
205,ENSG00000112237
206,ENSG00000186230
207,ENSG00000100596
208,ENSG00000123159
209,ENSG00000225377
210,ENSG00000176108
211,ENSG00000144659
212,ENSG00000046647
213,ENSG00000125971
214,ENSG00000235852
215,ENSG00000150672
216,ENSG00000164304
217,ENSG00000139737
218,ENSG00000127554
219,ENSG00000145781
220,ENSG00000141030
221,ENSG00000139233
222,ENSG00000116030
223,ENSG00000246548
224,ENSG00000138796
225,ENSG00000137054
226,ENSG00000121058
227,ENSG00000095637
228,ENSG00000105248
229,ENSG00000084072
230,ENSG00000172009
231,ENSG00000204427
232,ENSG00000165169
233,ENSG00000112658
234,ENSG00000106330
235,ENSG00000172831
236,ENSG00000164751
237,ENSG00000213281
238,ENSG00000177383
