Feature,Normalized.Dispersion
ENSG00000203469,nan
ENSG00000142655,-0.21437127491927474
ENSG00000287727,nan
ENSG00000130940,4.683031722100021
ENSG00000272078,nan
ENSG00000120948,0.9438204730554333
ENSG00000271895,1.948916646645014
ENSG00000116649,-1.056577972503864
ENSG00000171824,1.699323888564233
ENSG00000226849,nan
ENSG00000198793,-1.068200352140509
ENSG00000120942,-1.0864305555023592
ENSG00000116661,-0.9527801555705924
ENSG00000132879,0.18152813633930454
ENSG00000116663,-0.6432975203196768
ENSG00000116670,-0.619278901924559
ENSG00000162490,nan
ENSG00000177674,-1.4934300506469365
ENSG00000215910,nan
ENSG00000177000,2.9693116123256016
ENSG00000011021,0.7525732456987552
ENSG00000285646,-0.8705638428156035
ENSG00000116685,-0.9168352655975051
ENSG00000083444,-0.3239034331185947
ENSG00000116688,-0.7243556562449545
ENSG00000116691,-0.9347249102076609
ENSG00000028137,-0.42373317302732466
ENSG00000048707,2.10878288527013
ENSG00000229484,nan
ENSG00000162496,-0.46987812260536976
ENSG00000179172,nan
ENSG00000116731,1.039629160287351
ENSG00000228140,nan
ENSG00000142634,1.368226336667089
ENSG00000132906,-0.3789084634611328
ENSG00000116138,2.402727699973924
ENSG00000272510,nan
ENSG00000116771,0.06688673947171851
ENSG00000197312,11.464387258552605
ENSG00000116786,0.5637943364137457
ENSG00000237938,nan
ENSG00000162461,nan
ENSG00000233954,-1.3013204140329615
ENSG00000179743,1.5395438575987967
ENSG00000065526,2.3373717097417055
ENSG00000116809,-1.8891962939313047
ENSG00000227959,nan
ENSG00000142632,-1.0080278468512707
ENSG00000132881,2.9789653292043545
ENSG00000037637,0.40497224975181856
ENSG00000055070,-0.8981798677411453
ENSG00000187144,nan
ENSG00000157191,-0.7640921373086164
ENSG00000226029,-0.24522177780237672
ENSG00000261135,0.053487410513200336
ENSG00000219481,2.8072518903837547
ENSG00000058453,0.11918834675183872
ENSG00000238142,-0.4986799877583549
ENSG00000272426,-1.206616610562521
ENSG00000159363,-0.1868816471276502
ENSG00000117118,-1.9653880361348495
ENSG00000159339,-0.8882849490135981
ENSG00000179051,0.06352306293660692
ENSG00000159423,4.992449136903819
ENSG00000169991,1.0814688711741953
ENSG00000127481,7.115906088971058
ENSG00000230424,-0.124565929034639
ENSG00000127463,0.8783423021388835
ENSG00000053372,-0.7067361277669354
ENSG00000162482,nan
ENSG00000053371,-1.5826460214632931
ENSG00000040487,-1.0113704311132572
ENSG00000077549,-0.5611606276530592
ENSG00000173436,-1.212529497586468
ENSG00000235185,nan
ENSG00000158747,-1.2554389248977311
ENSG00000158748,nan
ENSG00000162542,3.1814096086862778
ENSG00000169914,-0.5245441400810322
ENSG00000187980,nan
ENSG00000225986,-0.43320110638142995
ENSG00000162543,nan
ENSG00000226664,nan
ENSG00000162545,-1.1141327759067725
ENSG00000090432,0.3048851500581718
ENSG00000158828,-0.7724209390837082
ENSG00000117242,-0.22284662173857553
ENSG00000244038,-1.276106304520574
ENSG00000127483,1.2030508443901036
ENSG00000075151,-0.8795235131301308
ENSG00000117298,0.41820986339712274
ENSG00000231105,4.316909110768422
ENSG00000142794,-1.4091477560095171
ENSG00000090686,0.8250625727102753
ENSG00000187942,nan
ENSG00000142798,-0.5076330546450576
ENSG00000228397,-0.5650073699204137
ENSG00000218510,-1.3723150275208116
ENSG00000070831,1.1487833114052133
ENSG00000285752,nan
ENSG00000184677,-0.2958843731128334
ENSG00000227868,nan
ENSG00000004487,0.20453048306931212
ENSG00000169641,1.0578176913182846
ENSG00000261326,11.214892683848868
ENSG00000125944,-0.10219128792442413
ENSG00000125945,-0.3563420827254228
ENSG00000249087,-0.8671637548848243
ENSG00000271420,nan
ENSG00000204219,-0.9180386765392972
ENSG00000088280,0.028035016755270092
ENSG00000007968,nan
ENSG00000235052,nan
ENSG00000117318,0.5162863981669428
ENSG00000285802,nan
ENSG00000197880,-0.7147381129360653
ENSG00000142676,-0.9496398731226753
ENSG00000236810,-0.9387881688412695
ENSG00000011007,-1.1968388816439375
ENSG00000057757,-0.9724808969502486
ENSG00000011009,-0.877424610017059
ENSG00000117308,-1.1489844104244276
ENSG00000117305,1.6165948105334202
ENSG00000179163,-1.2633907434319598
ENSG00000188822,2.0268064460285315
ENSG00000189266,-0.6216720965066628
ENSG00000188529,1.494246382650657
ENSG00000185436,-0.8220359559607839
ENSG00000001460,-0.5901885890064108
ENSG00000001461,6.614487714508915
ENSG00000286061,-0.11808576748734415
ENSG00000117602,8.259105693178673
ENSG00000264443,-1.0931531552239528
ENSG00000133226,-0.46648563305231916
ENSG00000169504,nan
ENSG00000020633,0.31554988584591237
ENSG00000229162,nan
ENSG00000117614,-0.39425711409055725
ENSG00000284602,6.122190706064714
ENSG00000284657,nan
ENSG00000117616,23.19843173390153
ENSG00000272432,nan
ENSG00000183726,-0.5461972874626567
ENSG00000188672,-1.4107401263214627
ENSG00000204178,0.12364533093956859
ENSG00000157978,2.146877373127186
ENSG00000225643,nan
ENSG00000117643,0.2458409175349304
ENSG00000233478,-1.3098025242559148
ENSG00000162430,-1.4872533656510254
ENSG00000228172,-0.33594412531925577
ENSG00000117640,-1.2353542948587681
ENSG00000236528,nan
ENSG00000182749,0.39173109587608446
ENSG00000117632,-0.4560024378477607
ENSG00000158006,1.2360290650683528
ENSG00000158008,nan
ENSG00000175087,-0.9106714380035621
ENSG00000236782,nan
ENSG00000142684,-1.7324443392735094
ENSG00000142675,-1.0354607007665035
ENSG00000130695,0.3987234719708935
ENSG00000142669,0.96437106598676
ENSG00000158062,2.445009380146936
ENSG00000169442,-0.3841167577558102
ENSG00000176092,0.6079584141799969
ENSG00000176083,2.953380573819012
ENSG00000117682,0.18754720559116195
ENSG00000225891,nan
ENSG00000198830,0.2563941720515516
ENSG00000117676,-0.5163487767714445
ENSG00000117713,-0.28008103463338524
ENSG00000060642,-0.13041898223252618
ENSG00000204160,-0.11427595630247478
ENSG00000142751,1.8325789228667493
ENSG00000198746,-0.6675846822752496
ENSG00000090273,-0.8644304341263932
ENSG00000175707,-1.2692412737788583
ENSG00000253368,nan
ENSG00000090020,-1.1132275146055894
ENSG00000142784,0.0676017043978136
ENSG00000186501,-0.822444515895676
ENSG00000142765,4.61164819306485
ENSG00000142733,0.05047033370729887
ENSG00000181773,nan
ENSG00000158195,-0.080909530058989
ENSG00000237429,-0.988585207796922
ENSG00000126705,0.7014991720903869
ENSG00000000938,1.485701722191908
ENSG00000126709,-1.556992264343504
ENSG00000287244,nan
ENSG00000009780,5.16938697596165
ENSG00000117758,0.9925114343260655
ENSG00000269971,nan
ENSG00000117751,-0.727658878128299
ENSG00000130775,-1.6621620912596848
ENSG00000117748,-1.5936035004043174
ENSG00000158156,-1.9433215523901615
ENSG00000158161,0.9110519515036931
ENSG00000169403,0.1525681160106799
ENSG00000126698,-1.3084816554052519
ENSG00000130770,-0.012237032681379585
ENSG00000270605,0.9454793839727325
ENSG00000130766,-0.5772800938891111
ENSG00000130772,-0.08152371732349076
ENSG00000204138,-0.849121873070298
ENSG00000180198,-0.4760295087163285
ENSG00000242125,-1.1840993294577684
ENSG00000180098,0.6642089926012522
ENSG00000197989,3.1239366631873717
ENSG00000120656,-1.7401452263138484
ENSG00000229388,0.5537320399649168
ENSG00000162419,0.6611823451962001
ENSG00000198492,-0.5976550535419832
ENSG00000116329,nan
ENSG00000159023,-0.05864821012661481
ENSG00000116350,1.0223790020760903
ENSG00000116353,-1.271039702799252
ENSG00000162510,5.945481781526646
ENSG00000186056,1.8777211177604913
ENSG00000287510,2.1434362488220047
ENSG00000162511,-0.850977538057301
ENSG00000134644,2.9367844943563344
ENSG00000060688,-0.6005509244374423
ENSG00000121766,-1.604609779378962
ENSG00000229044,nan
ENSG00000162517,-1.9750359099997459
ENSG00000235790,nan
ENSG00000084636,nan
ENSG00000121753,nan
ENSG00000269967,nan
ENSG00000184007,-0.16982889366246298
ENSG00000121774,1.049852242669219
ENSG00000203325,nan
ENSG00000121775,-0.7704640449477127
ENSG00000025800,-0.41138196411050393
ENSG00000084652,-0.9827301310801684
ENSG00000160050,-1.440808392968997
ENSG00000224066,nan
ENSG00000160051,0.5015479137767063
ENSG00000222046,nan
ENSG00000160055,-0.558902893567468
ENSG00000084623,-0.9764037247985708
ENSG00000183615,0.6673777339835756
ENSG00000182866,-0.48905943682193476
ENSG00000116478,-0.4762860287543773
ENSG00000175130,0.07696849318203436
ENSG00000225828,2.851352764356859
ENSG00000160058,1.3226728056114534
ENSG00000176261,0.20932231766002796
ENSG00000162521,-0.15893587710964746
ENSG00000162520,-1.3702818647079862
ENSG00000162522,nan
ENSG00000134684,-1.1990221196589717
ENSG00000116497,0.6958115687937632
ENSG00000116514,-1.1271794979282797
ENSG00000004455,-0.26903377978590876
ENSG00000142920,3.489232910299445
ENSG00000116525,1.179696011319836
ENSG00000160094,-1.78203697277169
ENSG00000225313,nan
ENSG00000134686,-1.5558265330187264
ENSG00000121903,-0.001260177525600588
ENSG00000163866,-1.1564326914847431
ENSG00000116544,0.049636643419671396
ENSG00000243749,-0.9037465377202282
ENSG00000163867,1.5436232992274501
ENSG00000197056,2.801589828083237
ENSG00000116560,4.026825597349472
ENSG00000146463,0.8911559623590587
ENSG00000227409,1.7216833733976826
ENSG00000142687,2.7530394944347707
ENSG00000020129,0.9812703514319413
ENSG00000239636,-1.1871680841714525
ENSG00000116819,nan
ENSG00000126067,-1.614382231430281
ENSG00000142686,0.27284392629633214
ENSG00000092853,nan
ENSG00000134698,-0.23278223544107662
ENSG00000092847,0.7360896527692137
ENSG00000126070,7.26379506047458
ENSG00000271554,nan
ENSG00000116863,1.385372894989608
ENSG00000171812,nan
ENSG00000054116,-0.9939541656582758
ENSG00000116871,-0.20268099533594902
ENSG00000054118,0.49750274725657234
ENSG00000214193,7.743481161932751
ENSG00000142694,-0.42447789460866575
ENSG00000196182,0.46121106982430754
ENSG00000181817,-1.210501236540464
ENSG00000116885,nan
ENSG00000116898,-1.4420393697811835
ENSG00000119535,-3.5325026295683415
ENSG00000233621,-1.4752926088350231
ENSG00000163874,-0.028953872340943817
ENSG00000163875,-0.690130555076982
ENSG00000163877,-0.6594556080257019
ENSG00000134697,0.056698580378963005
ENSG00000116922,-1.4263032059830114
ENSG00000134690,-0.920564818156281
ENSG00000185090,5.64320703972695
ENSG00000196449,-1.0788955850530138
ENSG00000197982,-1.1979899139919588
ENSG00000188786,-0.5893360746392334
ENSG00000204084,-0.5889949957933355
ENSG00000183431,-0.4794357716368464
ENSG00000183386,-1.411421959969416
ENSG00000183520,1.4709092027306725
ENSG00000185668,6.387904873976117
ENSG00000116954,-1.1504813638439875
ENSG00000228436,1.6207501729115048
ENSG00000214114,-1.629951306215328
ENSG00000174574,-0.4820189263604217
ENSG00000168653,-1.1265219658416865
ENSG00000127603,3.756714365443246
ENSG00000270040,nan
ENSG00000090621,-0.5496495607815175
ENSG00000116983,-0.503227921141165
ENSG00000084072,-1.8116384667500733
ENSG00000116985,nan
ENSG00000284719,3.6483569705099335
ENSG00000043514,4.193179569750622
ENSG00000116990,-7.195837711046567
ENSG00000168389,-0.6420084937342063
ENSG00000131236,-0.5818546463202989
ENSG00000131238,-1.2607931378226107
ENSG00000117000,1.8237427471138679
ENSG00000259943,-0.998614014468224
ENSG00000084073,1.4030030450119817
ENSG00000049089,1.5395895056935651
ENSG00000084070,1.5820185037687633
ENSG00000187801,-0.9586420833333972
ENSG00000260920,nan
ENSG00000187815,-1.1182468471046378
ENSG00000238287,nan
ENSG00000164002,2.790123232747898
ENSG00000117010,0.6024370863561922
ENSG00000117016,-0.08349957533528542
ENSG00000272145,6.310127047960239
ENSG00000066136,-0.6443834805264134
ENSG00000117013,nan
ENSG00000179862,-0.14608070663580938
ENSG00000171793,0.3140550326104365
ENSG00000171790,20.39508282577921
ENSG00000010803,1.2246393822700574
ENSG00000127124,0.300354147946945
ENSG00000287587,nan
ENSG00000198815,-0.22423440623160892
ENSG00000177181,nan
ENSG00000066185,-1.3037938846683
ENSG00000127125,-0.9048324963550093
ENSG00000186409,-0.799090290626732
ENSG00000171960,-0.730404922252301
ENSG00000285728,6.014576593360629
ENSG00000065978,-0.8739605379685085
ENSG00000117385,3.7759526095798894
ENSG00000164008,-0.3685857977792077
ENSG00000177868,-1.5769879014149644
ENSG00000164010,-0.8462306623081437
ENSG00000228192,-1.9650945330193776
ENSG00000164011,-0.9509567990368074
ENSG00000117394,-0.7576125185277546
ENSG00000227533,-0.15826546565559094
ENSG00000117395,-1.3762895344282882
ENSG00000234694,1.6751221584851848
ENSG00000117399,nan
ENSG00000066322,-1.552638196841385
ENSG00000159479,-0.8041832244658886
ENSG00000198198,1.6555099795944772
ENSG00000178922,-1.0394304951866162
ENSG00000229348,nan
ENSG00000066135,5.259761562501433
ENSG00000236200,-0.2802968241337885
ENSG00000126091,0.88311638658686
ENSG00000237950,nan
ENSG00000117408,0.08582248908527744
ENSG00000285649,nan
ENSG00000132768,-1.680452181066235
ENSG00000117410,-1.1673791902401467
ENSG00000117411,-1.0271783314922736
ENSG00000159214,5.582426945353746
ENSG00000230615,nan
ENSG00000178028,1.8731674537776877
ENSG00000117419,-0.7882471129926929
ENSG00000187147,-0.886505572679744
ENSG00000126106,1.5783054759287671
ENSG00000198520,3.226561403312768
ENSG00000225721,nan
ENSG00000142937,-0.9346193692822111
ENSG00000142959,-0.3981269560983584
ENSG00000173846,0.5852819390478649
ENSG00000222009,nan
ENSG00000117425,5.598300971028785
ENSG00000070785,-0.19976937574886194
ENSG00000126107,-0.07038556279142838
ENSG00000126088,-1.2797217780664192
ENSG00000162415,0.3829107914114572
ENSG00000281912,nan
ENSG00000186603,1.0961004819827511
ENSG00000132781,-0.18996360607026064
ENSG00000132773,-0.35999986137741435
ENSG00000070759,6.756043163694992
ENSG00000280670,0.559223717367118
ENSG00000132763,-0.8980992113336066
ENSG00000117450,-0.9692687540795627
ENSG00000117448,-0.22214056921690156
ENSG00000132780,-0.8344636985416837
ENSG00000159588,nan
ENSG00000159592,-0.13326751133895962
ENSG00000159596,-1.6849676694890086
ENSG00000197429,-0.9815058101883197
ENSG00000086015,7.23745631287763
ENSG00000117461,2.496119331466992
ENSG00000085998,-0.859112434814962
ENSG00000171357,1.0305280265416448
ENSG00000085999,nan
ENSG00000132128,-1.0368426242446447
ENSG00000173660,-0.9978882552255371
ENSG00000117481,0.7446830131800581
ENSG00000117480,-0.753745800279643
ENSG00000282881,nan
ENSG00000079277,1.3989472338653175
ENSG00000142961,-1.179797233747697
ENSG00000123472,-0.45784951696014115
ENSG00000159658,-0.8042741527069699
ENSG00000162367,nan
ENSG00000123473,nan
ENSG00000162368,-1.1252150220093813
ENSG00000237424,nan
ENSG00000186564,nan
ENSG00000132122,-0.39244267256904164
ENSG00000162373,-1.025969851987657
ENSG00000185104,1.813031473694304
ENSG00000123080,-0.8097247945829278
ENSG00000123091,0.7934463913248141
ENSG00000085832,2.1565705897534175
ENSG00000227070,nan
ENSG00000117859,1.0689248957202426
ENSG00000078618,4.264949683725979
ENSG00000266993,nan
ENSG00000117862,-0.6019686343051275
ENSG00000198841,0.28811935106856496
ENSG00000228369,nan
ENSG00000134717,-1.2291386347441975
ENSG00000157077,1.2871226187377631
ENSG00000154222,0.3384566107438518
ENSG00000272100,nan
ENSG00000134748,0.44560242637228675
ENSG00000134744,5.753961567292316
ENSG00000116157,-1.0439557393161276
ENSG00000182183,-1.053069775336165
ENSG00000162377,-0.07110992554304357
ENSG00000162378,-1.2962857805794368
ENSG00000121310,0.9117816250989816
ENSG00000116171,-0.6670967397377422
ENSG00000162383,nan
ENSG00000157184,-1.5609755692017486
ENSG00000162384,-1.5682342675588228
ENSG00000259818,-0.9370025991641312
ENSG00000162385,-1.5228065064883667
ENSG00000157193,2.004528942516049
ENSG00000225675,1.8869474759127542
ENSG00000230138,1.9443382560299478
ENSG00000058804,-0.2972526813261558
ENSG00000058799,-0.7570682777207445
ENSG00000081870,-1.1938664217973047
ENSG00000116212,-0.7319373812687515
ENSG00000116209,0.9662503386835686
ENSG00000116205,2.095095286691102
ENSG00000157211,nan
ENSG00000215883,-1.2692004387619198
ENSG00000116221,-1.173659382269545
ENSG00000157216,-0.30529526047214794
ENSG00000225632,-0.8649294637955623
ENSG00000162390,nan
ENSG00000243725,-0.12701804609580944
ENSG00000162396,-1.0431578997228357
ENSG00000006555,0.32896678116755007
ENSG00000116133,-0.9873826782850734
ENSG00000162402,2.2814701688323282
ENSG00000173406,-0.040250874421308744
ENSG00000162600,2.9984751590503635
ENSG00000286918,nan
ENSG00000162601,-0.26745583221197095
ENSG00000177606,6.673891530337026
ENSG00000234807,-1.1903713486481453
ENSG00000232453,nan
ENSG00000172456,1.612830267366569
ENSG00000134709,0.1310423155388962
ENSG00000134716,0.7476399957976133
ENSG00000162599,5.62054064261898
ENSG00000287224,nan
ENSG00000162604,0.1635383253572253
ENSG00000271200,3.0859653672974123
ENSG00000132849,0.3859841737388102
ENSG00000240563,nan
ENSG00000162607,-1.3519942885615708
ENSG00000116641,-0.7078159994887053
ENSG00000125703,-1.154452977985524
ENSG00000088035,0.8291447669844516
ENSG00000142856,1.7841728729540707
ENSG00000203965,0.6236518849915573
ENSG00000116652,3.7807313959827806
ENSG00000079739,0.5711180103706099
ENSG00000158966,3.640352254699029
ENSG00000162437,nan
ENSG00000162434,4.8669426239693445
ENSG00000272506,nan
ENSG00000116675,nan
ENSG00000213625,-0.8169884601368222
ENSG00000116678,5.478555493604846
ENSG00000237852,nan
ENSG00000184588,-0.36072312705994863
ENSG00000152760,nan
ENSG00000152763,-0.8338856896627627
ENSG00000198160,1.7648519191816086
ENSG00000116704,0.54533532818343
ENSG00000162594,0.5062455569557588
ENSG00000081985,1.3905370588398451
ENSG00000142864,0.2829386439099001
ENSG00000116717,1.9875300325286174
ENSG00000033122,-0.969844232964284
ENSG00000066557,9.664466733165037
ENSG00000116754,6.033706747835549
ENSG00000118454,-0.8581921662253159
ENSG00000197568,0.05610758954110205
ENSG00000116761,0.8999816425938519
ENSG00000050628,nan
ENSG00000235079,nan
ENSG00000132485,5.740110039280762
ENSG00000229956,0.3321217359216722
ENSG00000286863,nan
ENSG00000162620,-0.7013916671597143
ENSG00000254685,-0.9270864833189788
ENSG00000116783,nan
ENSG00000116791,-0.40382493665087704
ENSG00000162623,-0.6683431076125583
ENSG00000117054,-0.5707964471440542
ENSG00000137955,-0.2500717763119648
ENSG00000184005,8.408602488800174
ENSG00000142892,-0.5010747342806543
ENSG00000287870,nan
ENSG00000154027,0.4175613884081514
ENSG00000036549,-0.6529815195481888
ENSG00000077254,1.7059945619843218
ENSG00000180488,1.956745206998837
ENSG00000162614,nan
ENSG00000162613,0.046862946821676583
ENSG00000162616,1.5274826628741394
ENSG00000137960,0.798824050124339
ENSG00000273338,3.0471352622988235
ENSG00000137959,-1.000373281198145
ENSG00000137965,-0.3535414285521262
ENSG00000233008,0.9810409146197676
ENSG00000271576,2.3943111689755177
ENSG00000142875,-0.8556635078814373
ENSG00000203943,-1.6103185640489384
ENSG00000117133,-1.6218262780772723
ENSG00000174021,-0.8093128417331168
ENSG00000122432,-1.253368155264509
ENSG00000117151,2.2206049743287744
ENSG00000284882,nan
ENSG00000117155,-0.596435619260309
ENSG00000153898,-0.9181073207204918
ENSG00000162643,nan
ENSG00000055732,nan
ENSG00000097096,2.2302360367108047
ENSG00000162642,-0.885442006645508
ENSG00000142867,-1.5510267846112888
ENSG00000223653,nan
ENSG00000117174,1.960347505473818
ENSG00000122417,2.0574065187811303
ENSG00000261737,-0.6689941214988072
ENSG00000097033,-0.3854290578153726
ENSG00000183291,-0.7591612949471718
ENSG00000153936,-0.8465212296943457
ENSG00000143013,0.7557480313881936
ENSG00000065243,3.0043654657012695
ENSG00000137947,-0.3410972755293548
ENSG00000137944,-1.317657825553539
ENSG00000213516,0.4055539700459373
ENSG00000117226,3.0861303872806083
ENSG00000117228,-0.3587693593492329
ENSG00000162645,5.75150466779179
ENSG00000162654,0.0629925684036806
ENSG00000284734,-1.116195374291324
ENSG00000154451,1.696725014584002
ENSG00000237568,nan
ENSG00000197147,3.1867415171924387
ENSG00000231999,6.689102815943188
ENSG00000230735,nan
ENSG00000171488,1.3305915275522202
ENSG00000272931,nan
ENSG00000171492,-0.37096432348655944
ENSG00000162664,1.7835851045278996
ENSG00000225446,nan
ENSG00000122482,3.3407706325924105
ENSG00000162669,nan
ENSG00000097046,1.1744015617327548
ENSG00000069702,3.5296055233945993
ENSG00000172031,nan
ENSG00000189195,4.018217996963224
ENSG00000174842,1.9384960781390042
ENSG00000122484,3.1735240898388013
ENSG00000162676,-1.0072206671458996
ENSG00000067208,1.7576842287909562
ENSG00000122406,-0.9177439331693773
ENSG00000154511,0.9883060912781065
ENSG00000143033,2.6554828680305858
ENSG00000117500,-0.777265232181738
ENSG00000122483,-1.1860687041304951
ENSG00000223745,13.670677955615457
ENSG00000117505,-0.7557988152736046
ENSG00000137942,-2.005251146383561
ENSG00000137936,-1.5266612481396884
ENSG00000260464,nan
ENSG00000067334,-0.3583748161185698
ENSG00000023909,4.422182612733765
ENSG00000286692,nan
ENSG00000117528,-0.7076106245765736
ENSG00000117519,-1.1667872647285327
ENSG00000235501,nan
ENSG00000172339,-0.9146390559369935
ENSG00000226026,nan
ENSG00000122481,-1.489288618470288
ENSG00000287919,nan
ENSG00000117569,-0.5278285236068967
ENSG00000188641,2.112799882386332
ENSG00000162627,-1.4788625357972682
ENSG00000156869,nan
ENSG00000162688,0.2807164425242596
ENSG00000228084,-1.2891499770305486
ENSG00000117620,2.9205632043524767
ENSG00000156875,-0.3966238311112282
ENSG00000156876,-0.41420774201479593
ENSG00000122435,1.887684974087013
ENSG00000122477,nan
ENSG00000137992,0.9210996237064489
ENSG00000224616,-0.9800930566619782
ENSG00000137996,-1.3666721345702662
ENSG00000079335,2.5351749122833653
ENSG00000228086,nan
ENSG00000162692,nan
ENSG00000162694,0.6126731712341887
ENSG00000273204,3.632402096801948
ENSG00000162695,1.1667389552400036
ENSG00000117543,-1.4192967645523213
ENSG00000235795,nan
ENSG00000233184,0.6504669959544319
ENSG00000225938,-1.2217793146660598
ENSG00000170989,-0.6389331011448202
ENSG00000185946,3.1330564539336505
ENSG00000240038,0.6550257319121484
ENSG00000198890,-0.8950026640457912
ENSG00000134215,1.0074904364559836
ENSG00000230489,nan
ENSG00000226822,nan
ENSG00000085491,1.9439226602952173
ENSG00000260879,-0.4919302037127482
ENSG00000162636,1.203436127867749
ENSG00000162639,-1.4866531154936207
ENSG00000285923,-0.28232827540375915
ENSG00000134186,0.7127067485019615
ENSG00000116266,-0.6860526221937195
ENSG00000121957,-0.9750574233864557
ENSG00000121940,1.3130866067552749
ENSG00000085433,2.8581790175181254
ENSG00000197780,-1.0287754765454182
ENSG00000273382,-1.1299792419761723
ENSG00000215717,-1.3264967992359369
ENSG00000270066,-0.044540204199113836
ENSG00000116299,3.904719958256642
