Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000221978,CCNL2,0.2749738886265603,-2.1611391549027923,0.27283371810182994,1.557941620933747,2.4699291927188147,0.2811172035671995,0.32397208163805363,0.4977074668831114,1.0
ENSG00000224870,MRPL20-AS1,0.10890054995111298,-0.12096962140606404,1.0,0.05564077217620525,-0.06140129727899213,1.0,0.16198604081902682,1.3570470599459936,1.0
ENSG00000242485,MRPL20,0.5572078139165281,0.2246097415459436,1.0,0.3338446330572315,-0.5994334429327393,1.0,0.809930204095134,0.5942974400095546,1.0
ENSG00000235098,ANKRD65,0.0,-7.039832858680658,0.08299286787383511,0.0,4.284373539562738,1.0,0.32397208163805363,8.872746898230035,0.011657567062792223
ENSG00000225285,LINC01770,0.0009075045829259415,-4.454870357959502,1.0,0.0,4.869336040283894,1.0,0.0,6.287784397508879,1.0
ENSG00000215915,ATAD3C,0.009075045829259415,-1.9954387393222053,1.0,0.0,2.4099044216465977,1.0,0.0,3.828352778871582,1.0
ENSG00000160072,ATAD3B,0.06987785288529749,-2.1694681390972543,0.34894708972365673,0.3894854052334368,2.583933821421646,0.3007611703906209,0.0,0.8783934613711781,1.0
ENSG00000197785,ATAD3A,0.045375229146297075,0.21755498401199347,1.0,0.0,0.19691069831239894,1.0,0.0,1.6153590555373842,1.0
ENSG00000205090,TMEM240,0.005445027497555649,-2.647515435901898,1.0,0.0,3.0619811182262904,1.0,0.0,4.480429475451276,1.0
ENSG00000160075,SSU72,0.822199152130903,-0.21487411815213614,0.8316078333024114,0.9458931269954893,0.20478999174198453,0.8309615921947738,0.971916244914161,0.24339027815042633,1.0
ENSG00000215014,AL645728.1,0.03811519248288955,-2.0286056032574047,0.4741617023639742,0.16692231652861575,2.4430712855817958,0.39832007737238206,0.0,1.7642224414518672,1.0
ENSG00000228594,FNDC10,0.03176266040240795,-0.28494535651718955,1.0,0.0,0.699411038841582,1.0,0.0,2.1178593960665673,1.0
ENSG00000286989,AL691432.4,0.0027225137487778247,-3.4548703579595017,1.0,0.0,3.869336040283894,1.0,0.0,5.287784397508879,1.0
ENSG00000272106,AL691432.2,0.03357766956825984,-1.7919053452370726,0.6030242692426826,0.1112815443524105,2.2063710275614645,0.5065007870286261,0.0,1.9658563026215177,1.0
ENSG00000197530,MIB2,0.19148346699737367,-0.896874904838616,0.591878064899528,0.3894854052334368,1.1346264200580558,0.5325735933349303,0.16198604081902682,0.5129973379077066,1.0
ENSG00000189409,MMP23B,0.01815009165851883,-1.062552935180742,1.0,0.0,1.4770186175051343,1.0,0.0,2.8954669747301196,1.0
ENSG00000248333,CDK11B,0.10436302703648327,-1.7668143642742429,0.369274522771594,0.3894854052334368,1.9989713207004898,0.3414740663611582,0.16198604081902682,1.34526989216964,1.0
ENSG00000272004,FO704657.1,0.001815009165851883,-3.8699078572383456,1.0,0.0,4.284373539562738,1.0,0.0,5.702821896787723,1.0
ENSG00000189339,SLC35E2B,0.0807679078804088,-2.422448880267125,0.302013439155618,0.5564077217620526,2.8369145625915166,0.2811172035671995,0.0,0.643928207734155,1.0
ENSG00000008128,CDK11A,0.13975570577059498,-1.9861008747428694,0.32300874453776973,0.7233300382906682,2.4005665570672607,0.2811172035671995,0.0,-0.1045330252698804,1.0
ENSG00000215790,SLC35E2A,0.05445027497555649,-2.8460611152839785,0.302013439155618,0.5007669495858472,3.2605267976083705,0.2811172035671995,0.0,1.158501380563913,1.0
ENSG00000008130,NADK,0.10254801787063139,-0.9439084386821235,0.6823669134599374,0.16692231652861575,1.0238459893395189,0.7161710302693721,0.16198604081902682,1.417419677925475,1.0
ENSG00000078369,GNB1,0.4528447868800448,-0.18952579143850767,0.8987893578411341,0.445126177409642,0.061981118226290155,0.9786268262538421,0.6479441632761073,0.6210278056240764,1.0
ENSG00000231050,AL109917.1,0.0045375229146297075,-2.8699078572383465,1.0,0.0,3.284373539562738,1.0,0.0,4.702821896787723,1.0
ENSG00000178821,TMEM52,0.0009075045829259415,-4.454870357959502,1.0,0.0,4.869336040283894,1.0,0.0,6.287784397508879,1.0
ENSG00000187730,GABRD,0.001815009165851883,-3.8699078572383456,1.0,0.0,4.284373539562738,1.0,0.0,5.702821896787723,1.0
ENSG00000067606,PRKCZ,0.06897034830237156,-1.188083817264601,0.6627134144239235,0.16692231652861575,1.6025494995889926,0.5513834314014352,0.0,0.9658563026215172,1.0
ENSG00000271806,AL590822.2,0.001815009165851883,-3.8699078572383456,1.0,0.0,4.284373539562738,1.0,0.0,5.702821896787723,1.0
ENSG00000182873,PRKCZ-AS1,0.0009075045829259415,-4.454870357959502,1.0,0.0,4.869336040283894,1.0,0.0,6.287784397508879,1.0
ENSG00000162585,FAAP20,0.542687740589713,0.6016168333869706,1.0,0.16692231652861575,-1.3690686990411849,1.0,0.809930204095134,0.6391272214703339,1.0
ENSG00000157933,SKI,0.04719023831214896,-1.726949903396303,0.5280359757459862,0.16692231652861575,2.141415585720695,0.44257341868291866,0.0,1.4804294754512757,1.0
ENSG00000116151,MORN1,0.010890054995111299,-3.339393140539566,0.39191782159851124,0.1112815443524105,3.753858822863958,0.3469408338425522,0.0,3.3808938019003616,1.0
ENSG00000157916,RER1,0.325794145270413,-0.1329422630721404,0.9995355929663674,0.16692231652861575,-0.6424166134834857,1.0,0.809930204095134,1.3689211602342852,1.0
ENSG00000157911,PEX10,0.02359511915607448,-2.2849453565171896,0.5074070126860615,0.1112815443524105,2.6994110388415815,0.4352778324846983,0.0,2.4298034023813075,1.0
ENSG00000149527,PLCH2,0.014520073326815064,-1.3674075167091626,1.0,0.0,1.781873199033555,1.0,0.0,3.2003215562585403,1.0
ENSG00000157881,PANK4,0.07895289871455691,-0.5804012400433614,0.952121773009861,0.1112815443524105,0.9948669223677529,0.8272156817189623,0.0,0.7959313011792051,1.0
ENSG00000272449,AL139246.5,0.1225131186950021,0.632592483290837,1.0,0.05564077217620525,-0.21812680096644543,1.0,0.0,0.18975231454835306,1.0
